age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,class
38,247731,9,0,0,13,<=50K
38,247733,10,1,1,16,<=50K
52,178915,9,0,1,39,<=50K
51,178915,8,1,0,39,<=50K
43,55395,9,0,0,38,<=50K
42,55395,6,1,0,38,>50K
47,318330,9,0,2,38,<=50K
49,318331,8,0,1,39,>50K
43,38875,10,0,0,40,<=50K
45,38876,10,0,0,39,<=50K
58,172618,14,0,1,43,>50K
59,172617,16,0,1,45,<=50K
67,224984,7,15831,1,16,>50K
66,224983,8,15830,0,17,>50K
54,88854,3,0,0,39,<=50K
53,88857,2,2,0,38,>50K
36,340018,5,0,0,38,<=50K
35,340016,6,1,1,38,<=50K
50,155404,8,0,0,40,<=50K
49,155404,9,0,0,39,<=50K
37,225605,8,1,0,23,<=50K
38,225603,9,0,0,22,<=50K
47,339863,8,2,1,45,>50K
47,339864,11,1,0,44,<=50K
30,568488,8,1,0,39,<=50K
29,568490,9,0,1,39,>50K
18,447882,10,1,0,19,<=50K
19,447882,10,0,0,19,<=50K
40,382858,7,0,0,40,>50K
39,382859,9,0,0,40,<=50K
45,149701,11,15024,0,40,>50K
47,149699,11,15025,0,38,<=50K
48,62544,12,0,0,40,>50K
49,62546,12,0,2,40,<=50K
25,326588,10,0,0,40,<=50K
22,326585,10,1,0,38,<=50K
54,310774,12,1,0,39,<=50K
53,310774,14,0,0,40,<=50K
44,142443,9,0,0,53,>50K
42,142443,9,0,0,53,<=50K
24,192764,8,0,2,41,<=50K
26,192763,9,0,0,39,<=50K
45,298131,10,1,0,25,<=50K
44,298130,8,0,0,26,<=50K
46,265275,9,0,0,40,<=50K
47,265276,9,0,2,39,<=50K
29,167715,10,0,0,99,<=50K
29,167716,8,2,0,100,<=50K
20,129674,11,0,0,48,<=50K
23,129674,10,0,1,49,<=50K
45,202560,9,0,0,41,>50K
45,202559,10,2,0,40,<=50K
48,192653,5,1,1,25,<=50K
50,192653,7,0,1,23,<=50K
59,153482,11,15023,1,48,>50K
58,153483,11,15022,0,50,<=50K
53,260106,6,0,0,29,<=50K
53,260105,7,0,0,30,<=50K
55,223696,7,0,0,55,<=50K
52,223695,5,0,0,56,>50K
37,186959,12,0,2,49,<=50K
38,186960,12,1,1,50,<=50K
34,98948,10,0,0,31,<=50K
34,98948,13,1,0,29,>50K
22,448626,9,1,0,39,<=50K
21,448626,8,1,0,42,>50K
45,189792,13,0,0,40,>50K
44,189790,12,1,0,41,>50K
42,104197,13,1,1886,40,>50K
40,104195,14,0,1887,40,<=50K
52,268543,9,0,1,41,<=50K
52,268546,8,0,1,39,<=50K
31,281783,14,1,1564,52,>50K
32,281784,12,0,1563,51,>50K
34,200191,12,0,0,39,<=50K
32,200190,10,2,0,40,<=50K
30,224859,9,1,0,59,<=50K
28,224856,8,0,0,59,>50K
31,115489,9,1,1,39,<=50K
32,115486,9,0,0,41,>50K
41,195754,10,1,0,40,<=50K
43,195756,9,1,1,39,<=50K
35,181388,8,0,0,39,<=50K
33,181388,9,1,0,41,<=50K
72,91487,1,1,1,19,<=50K
73,91488,3,1,0,19,<=50K
74,309952,15,0,2172,50,>50K
75,309954,13,0,2174,49,<=50K
36,29813,8,1,0,39,<=50K
36,29816,5,1,0,39,>50K
19,63812,9,0,1,18,<=50K
17,63812,9,1,0,18,>50K
51,299830,10,0,880,39,<=50K
51,299831,10,0,880,40,<=50K
47,204992,9,1,0,34,<=50K
48,204991,9,0,0,33,>50K
29,296460,13,1,0,29,<=50K
29,296463,12,0,0,29,<=50K
43,159817,13,0,1975,35,>50K
44,159816,13,1,1977,34,>50K
52,202721,5,0,0,75,<=50K
52,202719,5,0,0,74,>50K
32,294120,11,1,0,50,<=50K
32,294121,13,0,0,51,>50K
58,154538,12,0,0,20,<=50K
57,154538,12,0,0,20,<=50K
34,156014,15,0,1,40,<=50K
32,156016,13,0,0,39,>50K
49,124962,12,99999,1,55,>50K
49,124962,14,99998,0,54,<=50K
30,254904,9,1,1,41,<=50K
29,254906,8,0,0,39,<=50K
28,190068,10,1,1562,40,>50K
28,190065,12,0,1564,40,<=50K
25,322584,8,0,0,45,<=50K
25,322583,9,3,0,45,<=50K
47,139269,8,0,2,38,<=50K
50,139268,8,1,0,38,>50K
45,94807,9,0,1,29,<=50K
45,94808,8,0,0,30,<=50K
47,182567,12,0,0,38,>50K
46,182566,13,0,0,39,>50K
43,208469,9,0,0,40,>50K
41,208470,8,0,2,40,<=50K
35,233571,8,0,0,3,<=50K
35,233570,10,2,0,4,<=50K
67,36364,7,1,2266,40,<=50K
65,36363,7,0,2266,41,<=50K
62,167098,13,0,0,40,>50K
61,167099,11,0,0,41,<=50K
28,191354,13,0,0,44,>50K
27,191355,14,0,0,44,<=50K
42,83412,8,1,0,38,>50K
40,83411,9,0,1,40,>50K
58,115604,12,0,0,49,>50K
58,115607,13,0,0,50,>50K
45,220213,8,0,1,39,<=50K
44,220213,11,1,1,38,<=50K
43,156745,10,1,0,40,<=50K
43,156743,8,0,0,42,>50K
22,306112,10,1,1,19,<=50K
20,306114,10,1,0,19,<=50K
57,73411,15,0,0,30,<=50K
56,73411,15,2,0,29,<=50K
34,320451,12,0,0,64,>50K
34,320449,14,0,1,66,>50K
30,131588,8,1,1,46,<=50K
30,131588,8,1,1,43,<=50K
24,93805,9,0,0,56,<=50K
26,93804,11,0,0,56,>50K
68,198554,7,0,0,20,<=50K
68,198553,11,0,0,20,<=50K
56,225266,10,1,0,38,<=50K
56,225266,10,0,1,38,>50K
50,211318,14,7297,0,50,>50K
49,211316,12,7298,0,51,<=50K
29,58116,12,0,0,43,<=50K
29,58115,12,0,1,41,<=50K
38,129572,10,0,0,49,<=50K
37,129571,10,0,2,50,<=50K
53,415037,8,0,0,64,>50K
52,415035,10,0,0,65,<=50K
82,132805,9,0,0,13,<=50K
84,132805,9,0,0,12,<=50K
45,102307,14,15022,0,51,>50K
48,102307,15,15024,0,50,<=50K
38,40954,13,0,0,37,>50K
37,40953,13,0,0,37,<=50K
60,258123,15,1,0,40,>50K
61,258123,16,0,1,39,<=50K
29,145139,11,0,2,41,>50K
29,145140,13,0,1,39,>50K
26,242207,12,0,0,40,<=50K
26,242205,14,0,0,39,<=50K
24,267283,7,0,0,40,<=50K
24,267284,9,0,0,40,<=50K
45,188821,13,1,1,50,>50K
44,188823,14,1,0,49,<=50K
49,124093,7,0,1,41,<=50K
50,124094,8,0,0,39,<=50K
43,101689,11,0,0,39,<=50K
43,101689,9,0,0,41,<=50K
52,176969,9,0,0,49,<=50K
51,176970,9,0,1,48,<=50K
45,368561,11,0,0,38,<=50K
44,368559,12,1,0,39,<=50K
56,157972,8,1,0,49,<=50K
56,157972,7,0,0,47,>50K
67,195879,8,2415,1,39,<=50K
67,195881,9,2414,0,40,>50K
23,302345,7,4416,1,39,<=50K
22,302347,8,4416,0,40,<=50K
32,31739,14,0,1,38,<=50K
33,31737,14,0,0,39,<=50K
36,369841,11,0,0,50,<=50K
35,369842,9,0,0,49,<=50K
17,144711,7,0,1720,40,<=50K
20,144709,8,0,1721,40,<=50K
24,254779,13,0,0,40,<=50K
24,254780,13,0,0,40,<=50K
57,50789,15,1,1877,60,<=50K
56,50792,13,0,1875,60,<=50K
48,94605,16,0,0,59,>50K
49,94605,16,0,0,59,<=50K
30,455994,7,0,1,44,>50K
29,455996,6,0,0,44,<=50K
23,198987,11,0,1,41,>50K
24,198985,13,0,1,41,<=50K
37,99387,12,1,0,40,<=50K
37,99385,11,1,0,38,<=50K
45,154938,10,1,0,39,<=50K
46,154939,10,2,1,37,<=50K
62,162824,7,0,0,39,>50K
62,162824,8,0,1,41,<=50K
47,134671,9,0,0,41,<=50K
46,134671,8,0,0,39,<=50K
49,248617,10,0,0,40,<=50K
50,248617,8,1,0,40,<=50K
44,178920,8,0,2,21,<=50K
44,178921,10,2,0,21,<=50K
35,125932,11,7688,0,50,>50K
35,125931,10,7688,1,49,<=50K
27,617859,6,1,0,40,<=50K
25,617861,9,0,0,40,>50K
46,181759,14,1,0,39,<=50K
45,181758,15,1,0,40,<=50K
37,140118,9,1,1,19,<=50K
38,140118,10,1,0,19,>50K
44,306440,7,1,0,39,<=50K
43,306438,8,0,0,39,<=50K
27,201185,9,99997,1,38,>50K
28,201185,9,99998,0,40,<=50K
42,196083,14,1,1,55,<=50K
42,196082,12,0,0,54,>50K
52,291097,12,7297,0,39,>50K
50,291095,13,7296,0,39,<=50K
46,408788,9,0,0,39,>50K
46,408788,11,0,0,41,<=50K
30,181090,14,0,0,41,>50K
31,181092,12,0,0,40,>50K
57,282024,9,1,0,40,<=50K
54,282024,9,0,0,39,<=50K
38,106838,8,0,0,40,<=50K
37,106837,8,0,0,40,>50K
37,108138,10,0,2,40,<=50K
39,108140,10,3,0,39,<=50K
47,268023,9,0,1,55,>50K
45,268020,8,2,0,54,<=50K
27,191625,8,2172,0,40,<=50K
27,191629,8,2174,1,40,<=50K
23,42402,12,1,0,46,<=50K
25,42402,14,0,0,45,>50K
54,123010,15,0,0,61,>50K
53,123010,14,0,0,60,<=50K
37,130620,7,0,0,39,>50K
35,130619,9,0,1,41,<=50K
32,132706,3,0,0,49,<=50K
30,132704,2,1,0,47,<=50K
42,141858,4,1,0,39,<=50K
44,141859,8,0,1,39,<=50K
47,114561,12,1,0,36,>50K
47,114560,12,0,0,37,>50K
43,128353,9,0,0,40,<=50K
42,128354,8,2,0,39,<=50K
21,414810,4,2,0,39,<=50K
21,414811,3,0,0,38,<=50K
53,194994,12,15022,0,56,>50K
51,194996,12,15023,0,54,>50K
47,155666,9,7687,0,69,>50K
46,155662,7,7688,1,68,<=50K
35,248345,11,0,0,50,<=50K
34,248346,11,0,1,50,<=50K
42,211762,15,3,0,24,>50K
44,211763,17,0,0,23,<=50K
47,370118,14,0,0,50,>50K
45,370119,13,0,0,49,<=50K
41,174576,10,1,1888,45,>50K
44,174575,6,0,1888,44,<=50K
37,292307,14,0,0,39,<=50K
37,292307,12,0,0,40,<=50K
39,314006,11,0,0,41,<=50K
40,314006,10,0,0,41,<=50K
23,148319,10,0,0,39,<=50K
25,148320,8,0,0,39,<=50K
21,223351,7,1055,0,30,<=50K
19,223352,8,1056,3,29,<=50K
40,209832,8,0,0,41,<=50K
39,209833,7,0,0,38,<=50K
40,143537,9,0,0,38,<=50K
36,143537,9,0,1,38,<=50K
44,263871,10,0,1,51,<=50K
42,263871,8,0,0,50,<=50K
43,207684,8,0,1563,54,>50K
45,207683,8,1,1564,55,<=50K
45,84324,12,0,1,50,>50K
45,84322,11,1,0,49,<=50K
34,186269,8,1,2,39,<=50K
33,186268,9,0,0,37,<=50K
40,236389,6,1,0,46,<=50K
39,236394,8,0,0,45,>50K
35,266325,11,0,0,31,>50K
38,266324,12,0,1,32,<=50K
44,183711,8,0,0,46,<=50K
45,183711,10,0,2,47,>50K
34,119994,11,0,0,45,<=50K
36,119993,12,1,0,45,<=50K
53,368726,9,1,1,40,<=50K
54,368725,11,0,0,40,>50K
21,31386,11,2882,2,24,<=50K
22,31388,13,2885,1,25,<=50K
22,169532,12,0,1,16,<=50K
24,169530,13,0,0,15,<=50K
48,198774,13,0,0,33,<=50K
50,198773,13,0,0,34,<=50K
65,146109,11,1,0,23,<=50K
64,146110,11,0,2,23,<=50K
59,195595,4,1,2,40,<=50K
60,195595,3,1,1,41,<=50K
49,290690,9,1,0,52,>50K
51,290687,7,0,1,52,>50K
58,234853,17,0,1902,41,>50K
59,234854,14,1,1901,39,>50K
25,250037,12,0,0,39,<=50K
23,250039,13,1,0,41,<=50K
51,87206,14,0,0,53,<=50K
52,87207,14,0,1,54,<=50K
20,94401,9,0,1,41,<=50K
19,94401,11,1,0,42,<=50K
29,205439,7,0,0,38,<=50K
26,205439,5,2,0,39,>50K
16,294251,8,0,1,27,<=50K
17,294254,7,0,0,26,<=50K
59,223130,9,0,0,61,<=50K
59,223129,10,0,0,60,<=50K
45,125456,14,0,0,37,>50K
46,125455,12,0,2,38,<=50K
42,197390,8,0,0,39,<=50K
43,197387,9,1,0,39,<=50K
27,68035,9,1,0,44,<=50K
25,68037,11,0,0,45,<=50K
51,107124,9,1,1,41,<=50K
52,107123,9,0,0,39,>50K
30,174544,13,0,1,40,<=50K
30,174543,13,0,0,40,<=50K
67,211583,9,0,0,40,>50K
69,211582,10,1,2,40,<=50K
23,202417,13,0,1,39,<=50K
20,202417,11,0,1,39,<=50K
21,265148,7,1,0,38,<=50K
20,265147,9,0,0,37,<=50K
24,135843,9,1,0,41,<=50K
25,135843,10,1,0,40,<=50K
41,150533,12,0,0,40,<=50K
40,150532,12,0,1,40,<=50K
58,24472,12,0,0,39,>50K
55,24472,11,0,0,39,<=50K
49,194893,12,0,0,38,<=50K
48,194894,14,1,0,37,>50K
32,176251,10,1,0,39,<=50K
31,176252,10,0,0,39,>50K
42,167579,11,1,1,39,<=50K
42,167583,14,0,1,40,>50K
40,166662,12,15023,0,45,>50K
38,166663,16,15025,0,46,<=50K
54,345728,12,0,0,43,>50K
55,345729,12,1,1,44,<=50K
44,42347,9,1,1,35,<=50K
42,42345,7,1,1,35,<=50K
20,131618,9,0,0,39,<=50K
20,131619,10,0,0,41,<=50K
21,32921,10,0,0,19,<=50K
22,32922,8,0,1,20,<=50K
40,155657,6,1,0,40,<=50K
41,155656,7,0,1,39,>50K
60,82776,10,0,1,55,<=50K
61,82775,12,0,0,55,<=50K
89,88989,13,0,0,39,>50K
89,88991,12,0,0,39,>50K
28,218037,8,0,0,39,<=50K
26,218038,9,0,0,39,<=50K
18,259351,8,0,0,45,<=50K
20,259352,9,0,0,45,<=50K
21,278915,8,0,3,52,<=50K
18,278913,7,0,0,50,<=50K
22,274103,11,1,1,11,<=50K
24,274102,13,0,0,10,<=50K
45,207106,11,1,2079,40,<=50K
45,207107,11,0,2081,39,<=50K
40,180987,8,99999,0,41,>50K
41,180984,5,99999,0,38,<=50K
62,110919,5,0,1,39,<=50K
61,110919,6,0,0,41,<=50K
23,163203,9,0,1,52,<=50K
22,163204,8,1,0,53,>50K
32,229053,10,1,0,41,<=50K
31,229051,8,0,2,42,>50K
32,48457,8,0,1669,45,<=50K
29,48458,9,0,1668,45,<=50K
24,136449,10,1,0,34,>50K
24,136448,12,0,0,34,<=50K
24,91188,11,0,0,39,<=50K
23,91189,11,0,0,40,<=50K
27,271934,7,0,1,35,<=50K
26,271934,9,0,1,35,<=50K
28,157777,8,1,0,24,>50K
31,157776,11,0,1,24,>50K
41,228321,11,0,1,50,>50K
42,228318,10,0,0,49,<=50K
21,103207,8,0,0,40,<=50K
20,103203,8,1,1,38,<=50K
54,213092,9,1,1,40,<=50K
52,213092,9,1,0,42,<=50K
32,119122,12,0,2,39,<=50K
30,119123,13,0,0,39,<=50K
63,185001,7,0,0,19,<=50K
64,185002,6,0,0,20,<=50K
33,115212,7,6496,0,63,<=50K
36,115213,8,6497,1,64,<=50K
33,287908,9,1,0,43,<=50K
33,287909,9,0,0,41,<=50K
21,60668,5,1,0,40,<=50K
23,60667,4,1,1,40,<=50K
56,244604,12,3907,0,40,<=50K
59,244605,8,3907,0,40,>50K
25,199141,9,0,0,52,<=50K
25,199141,6,0,0,48,<=50K
28,346406,8,0,1671,49,<=50K
28,346404,9,1,1670,48,>50K
30,280343,10,0,0,38,<=50K
27,280343,9,0,1,40,<=50K
41,277488,4,0,0,36,<=50K
40,277486,3,1,2,36,>50K
31,158544,10,0,0,27,<=50K
28,158544,8,0,0,26,<=50K
40,268180,14,1,0,44,>50K
41,268182,13,0,0,45,<=50K
60,233312,9,0,0,42,>50K
57,233309,11,1,0,41,>50K
24,186829,9,1,1,43,<=50K
22,186831,10,0,1,45,<=50K
44,198659,14,0,0,39,>50K
47,198659,13,0,0,39,<=50K
37,376026,2,0,0,39,<=50K
38,376024,3,0,0,41,<=50K
41,99356,15,1506,2,39,<=50K
39,99355,13,1506,0,38,<=50K
23,22201,9,0,0,40,<=50K
22,22200,10,0,0,41,>50K
18,117596,9,0,0,23,<=50K
20,117595,6,0,0,23,>50K
61,179979,9,2,0,60,>50K
63,179980,11,1,0,61,<=50K
34,66302,7,0,1,45,<=50K
36,66302,8,0,1,46,<=50K
56,32363,8,0,0,39,<=50K
55,32365,9,0,1,38,<=50K
42,222977,7,0,1504,38,<=50K
44,222978,10,0,1504,41,<=50K
49,120723,7,0,0,50,<=50K
48,120725,8,1,1,49,<=50K
74,146928,7,0,0,54,<=50K
74,146928,7,0,1,53,<=50K
25,181665,9,0,1,40,<=50K
27,181666,8,0,1,38,<=50K
37,207568,8,0,1,47,>50K
39,207569,8,0,1,47,<=50K
19,210024,6,0,0,40,<=50K
17,210026,7,1,0,40,<=50K
18,285261,5,0,0,34,<=50K
20,285263,4,0,1,34,<=50K
28,232944,9,0,0,29,<=50K
28,232946,8,1,0,30,<=50K
49,305147,12,0,0,40,<=50K
50,305148,11,0,0,40,<=50K
58,141163,8,0,1,47,<=50K
58,141164,8,0,0,51,<=50K
41,371381,9,0,0,40,>50K
39,371381,10,1,0,38,<=50K
23,403672,10,0,0,41,<=50K
23,403670,13,0,0,40,>50K
47,306182,7,1,0,43,<=50K
46,306182,7,0,0,42,<=50K
28,69847,13,0,0,30,<=50K
29,69849,14,1,0,30,<=50K
34,172326,12,1,0,41,<=50K
35,172329,14,0,0,43,<=50K
48,166220,12,3942,0,40,<=50K
50,166219,14,3939,0,39,<=50K
45,192778,12,0,1,45,>50K
47,192780,14,1,1,46,<=50K
23,141113,4,2579,0,41,<=50K
24,141113,4,2581,0,39,<=50K
33,164507,10,1,1,40,<=50K
31,164507,9,0,0,38,<=50K
56,314591,9,1,1,40,>50K
54,314592,9,0,0,41,>50K
22,112130,9,0,0,39,<=50K
23,112129,10,0,0,39,<=50K
32,206280,8,0,0,40,<=50K
32,206280,10,1,0,41,<=50K
38,93206,11,0,1902,65,>50K
37,93206,12,0,1900,66,<=50K
48,309893,9,0,1,39,<=50K
47,309894,10,0,1,39,<=50K
25,287420,13,0,0,59,<=50K
25,287420,12,0,1,58,<=50K
33,170090,8,1,1,19,<=50K
33,170091,10,0,1,20,<=50K
42,59473,9,0,0,38,<=50K
42,59474,9,0,0,40,>50K
37,206887,9,0,0,49,<=50K
35,206887,8,1,0,50,>50K
22,182163,8,0,1,41,<=50K
23,182163,7,1,1,40,<=50K
27,389857,8,0,1,49,>50K
31,389856,8,0,0,48,>50K
25,130535,12,0,1,39,<=50K
23,130535,12,0,1,40,<=50K
59,316233,9,1,1,33,<=50K
57,316233,9,1,1,31,<=50K
58,118302,9,1,1,34,>50K
58,118301,8,0,0,35,<=50K
60,236732,3,0,0,40,<=50K
58,236730,4,0,0,38,<=50K
53,290639,9,2,0,50,>50K
53,290638,10,1,1,50,<=50K
50,175246,7,0,0,50,>50K
51,175246,10,1,0,51,<=50K
44,160367,8,0,0,40,>50K
41,160369,9,1,0,39,>50K
38,187311,10,0,0,60,<=50K
37,187311,9,0,1,58,<=50K
36,197365,7,0,0,50,<=50K
39,197364,8,0,0,51,<=50K
55,135439,14,1,0,50,<=50K
56,135440,12,0,0,47,<=50K
26,155055,9,1,0,48,>50K
27,155055,10,1,0,50,<=50K
33,131424,13,0,0,49,<=50K
31,131423,12,0,0,49,<=50K
28,149769,10,1,0,40,<=50K
28,149769,9,0,0,38,<=50K
30,253002,9,1,2,15,<=50K
29,253001,10,0,0,17,<=50K
38,104194,8,0,0,59,<=50K
40,104195,10,0,0,59,<=50K
44,188331,9,0,0,42,<=50K
42,188331,9,0,0,43,<=50K
57,130714,1,0,0,21,<=50K
55,130714,1,0,0,20,<=50K
34,107124,13,3,1,16,>50K
33,107124,12,0,0,17,<=50K
41,293482,9,3105,1,39,>50K
40,293485,11,3101,0,39,<=50K
18,51788,9,0,0,8,<=50K
17,51787,10,0,0,8,<=50K
54,81792,8,0,1,38,<=50K
53,81794,8,0,0,38,<=50K
55,151000,8,1,0,61,<=50K
54,151000,10,1,0,61,<=50K
43,240042,3,0,0,28,<=50K
43,240044,5,1,0,31,<=50K
57,223398,12,0,0,19,>50K
56,223400,12,0,1,21,<=50K
32,236599,11,0,0,45,>50K
30,236600,12,1,0,45,>50K
17,150106,6,0,0,19,<=50K
17,150105,4,1,1,20,<=50K
41,374764,8,0,0,40,<=50K
39,374764,9,0,0,41,<=50K
25,50051,14,0,0,43,<=50K
24,50052,11,1,0,44,<=50K
38,30673,10,0,0,50,>50K
37,30673,8,0,0,48,<=50K
30,177215,11,0,0,39,<=50K
31,177216,9,0,1,40,<=50K
41,116391,13,0,0,38,<=50K
39,116390,13,0,0,40,<=50K
16,193290,9,0,1719,19,<=50K
18,193290,10,0,1721,20,>50K
58,147652,11,0,1,32,<=50K
57,147652,11,2,0,31,<=50K
59,187457,5,2,1,41,<=50K
60,187456,5,0,0,40,>50K
39,207579,9,1,1,38,>50K
41,207577,9,1,1,39,<=50K
30,188797,12,0,0,21,<=50K
28,188797,8,1,1,21,<=50K
35,460408,7,3324,0,50,<=50K
32,460408,9,3325,0,49,<=50K
51,194096,9,1,1,40,<=50K
52,194097,9,0,0,38,<=50K
49,31619,9,0,0,41,>50K
50,31621,9,0,0,39,<=50K
27,57051,9,2884,1,41,<=50K
25,57052,8,2885,0,40,<=50K
16,53610,8,0,0,7,<=50K
18,53611,9,0,0,5,<=50K
25,198812,13,0,0,39,<=50K
24,198814,11,1,0,40,<=50K
19,188072,8,0,0,40,<=50K
20,188072,10,0,0,38,<=50K
56,142790,6,1,1602,4,<=50K
56,142791,3,1,1603,4,<=50K
34,188735,9,0,1,20,<=50K
34,188736,8,0,0,20,>50K
28,209640,7,0,2,32,<=50K
28,209639,8,0,0,31,<=50K
40,152741,10,3325,0,40,<=50K
40,152740,9,3325,0,39,<=50K
40,353432,6,0,0,34,<=50K
40,353431,6,0,1,34,<=50K
37,150057,12,1,0,49,>50K
39,150056,14,0,0,48,<=50K
46,132845,8,0,0,38,<=50K
44,132847,8,1,0,39,<=50K
31,309348,8,2,0,41,<=50K
32,309350,8,0,1,40,<=50K
54,174663,8,2,0,33,<=50K
54,174661,8,0,0,30,<=50K
30,211881,14,0,0,40,<=50K
31,211879,12,1,1,39,<=50K
31,232473,8,0,1,40,<=50K
30,232476,10,2,0,40,<=50K
50,150876,8,0,1888,56,>50K
48,150877,9,0,1886,54,>50K
47,329143,9,4388,0,42,>50K
46,329142,8,4386,1,46,<=50K
57,267662,3,0,0,38,<=50K
57,267663,4,0,2,40,>50K
33,295922,10,0,1,42,>50K
34,295921,10,0,0,40,>50K
42,190177,13,99997,0,39,>50K
40,190178,11,99997,0,39,<=50K
38,202025,15,0,1977,50,>50K
40,202026,14,0,1976,50,<=50K
56,101436,9,0,0,36,<=50K
57,101435,7,0,0,34,>50K
60,93272,9,1,0,39,<=50K
60,93271,9,0,1,40,>50K
49,101722,3,3906,0,45,<=50K
51,101721,5,3907,1,47,>50K
17,127710,7,1,0,30,<=50K
19,127711,8,1,1,30,<=50K
59,310319,11,0,0,40,>50K
57,310319,12,0,0,40,<=50K
38,255503,13,0,1,40,>50K
41,255503,13,0,0,40,<=50K
25,71008,11,0,0,38,<=50K
25,71009,11,0,1,40,<=50K
31,108022,13,0,1,40,<=50K
32,108023,13,0,0,39,<=50K
69,121845,2,0,1,20,<=50K
68,121846,3,0,0,20,<=50K
30,114689,7,0,0,40,<=50K
31,114688,8,0,0,40,<=50K
53,94431,8,0,2,40,<=50K
50,94433,8,2,0,40,<=50K
47,101685,10,1,1,40,<=50K
47,101684,8,0,0,40,<=50K
37,99145,10,0,1888,41,>50K
36,99145,10,1,1887,40,>50K
25,158846,8,0,1,46,<=50K
25,158844,9,1,1,44,>50K
25,306513,8,0,0,45,<=50K
26,306511,10,0,0,45,<=50K
23,309580,15,0,0,40,<=50K
25,309580,14,1,0,39,<=50K
31,130076,13,0,0,45,<=50K
29,130076,14,1,0,43,<=50K
18,379198,10,1,0,42,<=50K
19,379198,10,0,1,40,<=50K
20,178148,9,0,0,10,<=50K
18,178148,9,0,0,11,>50K
36,175757,13,7299,0,50,>50K
34,175760,13,7298,1,49,<=50K
29,278520,6,0,1,40,<=50K
30,278523,8,0,0,40,<=50K
58,136106,7,2,0,40,>50K
58,136107,5,0,0,39,<=50K
53,210735,8,0,0,39,>50K
54,210736,7,0,0,39,<=50K
51,185283,13,1,0,41,<=50K
52,185284,13,0,1,39,<=50K
17,145005,10,0,1,19,<=50K
16,145004,9,0,0,20,<=50K
49,358551,7,0,2,39,>50K
51,358554,9,0,0,39,<=50K
26,472071,8,0,0,37,<=50K
26,472069,11,1,0,39,<=50K
56,32444,8,1,0,39,>50K
55,32445,10,0,0,39,<=50K
36,183344,10,0,0,44,<=50K
36,183346,12,1,0,46,<=50K
49,97881,7,1,0,24,<=50K
48,97882,8,0,0,25,>50K
30,206249,9,0,1,45,<=50K
29,206250,7,0,1,44,<=50K
35,135436,16,1,1,50,>50K
34,135435,15,1,0,51,<=50K
50,160702,7,2,1,46,<=50K
52,160702,9,1,0,46,<=50K
22,243842,3,0,0,38,<=50K
21,243840,4,1,3,39,<=50K
60,170261,10,15022,0,36,>50K
60,170261,9,15024,0,36,<=50K
48,224201,11,0,0,50,<=50K
46,224203,10,0,0,50,<=50K
28,231195,5,0,0,41,<=50K
28,231197,5,0,1,39,<=50K
34,162650,8,0,1,39,<=50K
35,162651,9,0,0,40,<=50K
56,161661,12,1,1,41,>50K
57,161659,12,1,0,42,>50K
40,137142,10,0,0,59,<=50K
38,137141,8,2,0,59,<=50K
55,183170,14,0,0,40,<=50K
54,183168,11,0,0,40,>50K
35,408426,16,0,0,59,>50K
36,408427,15,0,0,61,<=50K
61,199199,4,1,0,20,<=50K
61,199198,3,0,0,20,>50K
62,172740,9,0,1,40,<=50K
64,172738,7,0,0,39,<=50K
47,164963,9,0,0,40,<=50K
49,164963,9,1,1,39,<=50K
24,179627,8,0,0,40,<=50K
25,179628,8,0,0,41,<=50K
25,36440,12,0,0,39,<=50K
27,36441,11,0,0,41,>50K
26,187981,7,2,1,40,<=50K
26,187980,8,1,1,39,<=50K
37,108726,9,0,0,40,>50K
37,108727,10,0,0,40,<=50K
50,176239,13,0,0,39,>50K
50,176241,12,1,0,39,>50K
38,35889,11,0,1,40,<=50K
39,35890,12,0,0,38,>50K
33,105539,14,2,2052,40,<=50K
35,105539,14,0,2048,37,>50K
20,57917,7,0,0,41,<=50K
21,57917,9,1,0,41,<=50K
17,115839,9,0,1,29,<=50K
17,115838,8,0,0,28,<=50K
18,211355,10,1,0,13,<=50K
19,211354,8,0,0,13,>50K
20,343200,8,2,0,25,<=50K
19,343200,10,0,3,24,<=50K
38,196121,7,0,0,50,<=50K
36,196124,8,0,0,49,<=50K
82,213867,8,1,1,5,<=50K
82,213865,9,0,1,8,>50K
38,153975,10,1,0,39,<=50K
37,153975,7,0,1,38,>50K
27,169116,9,1,1888,40,>50K
27,169117,9,0,1887,41,<=50K
25,109608,9,1,1,24,<=50K
23,109610,10,0,0,25,<=50K
54,236495,11,1,0,46,>50K
51,236496,13,0,0,49,<=50K
16,242772,6,0,0,19,<=50K
16,242773,6,1,0,21,<=50K
50,43907,8,0,0,40,<=50K
51,43909,7,1,1,39,<=50K
25,148299,12,0,0,14,<=50K
26,148300,12,0,0,14,<=50K
21,263670,7,1,1,79,<=50K
23,263670,7,1,2,80,<=50K
46,190112,11,0,1887,40,>50K
45,190113,9,0,1886,40,<=50K
39,151249,9,0,0,35,<=50K
40,151246,9,0,0,34,<=50K
62,160060,9,0,1,38,<=50K
61,160063,8,1,1,39,<=50K
50,171225,12,0,1,40,>50K
49,171224,12,0,0,39,<=50K
18,243879,9,0,0,39,<=50K
19,243879,9,0,1,41,<=50K
43,201433,11,1,0,38,>50K
43,201435,13,0,0,40,<=50K
